Employer_Name,EIN,State,Participants,Plan_Year,Plan_Name,Self_Insured,Market_Segment
"HEINEKEN USA, INC.",131539933,NY,855.0,2024,HEINEKEN USA SAVINGS AND RETIREMENT PLAN,Y,Mid-Market (500-5K)
UNITED CEREBRAL PALSY OF NEW YORK CITY,135654532,NY,855.0,2024,UNITED CEREBRAL PALSY OF NEW YORK CITY DEDUCTIBLE HEALTHCARE REIMBURSEMENT ACCOUNT PLAN,Y,Mid-Market (500-5K)
BROTHER INTERNATIONAL CORPORATION,223142007,NJ,854.0,2024,BROTHER INTERNATIONAL CORPORATION SEVERANCE PLAN,Y,Mid-Market (500-5K)
"BREG, INC.",330361048,CA,854.0,2024,"BREG, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
"REVATURE, LLC",814176499,VA,854.0,2024,"REVATURE, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"TRANSCENDIA, INC.",362534974,IL,854.0,2024,"TRANSCENDIA, INC. 401(K) AND PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"AUTOMATION ANYWHERE, INC.",371474200,CA,854.0,2024,"AUTOMATION ANYWHERE, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
BLOX LLC,611652553,AL,854.0,2024,"BLOX, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"ROAD RUNNER SPORTS, INC.",330243172,CA,854.0,2024,ROAD RUNNER SPORTS 401(K) PLAN,Y,Mid-Market (500-5K)
"J & D ACQUISITIONS, INC.",731351304,OK,854.0,2024,JIM NORTON 401(K) PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"FOLLETT CONTENT SOLUTIONS, LLC",872968865,IL,854.0,2024,"FOLLETT CONTENT SOLUTIONS, LLC RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
CRESCENT PARK CORPORATION,311222308,OH,854.0,2024,CRESCENT PARK CORPORATION 401(K) PLAN,Y,Mid-Market (500-5K)
"DRUCKER & FALK, INC.",541859860,VA,853.0,2024,"DRUCKER & FALK, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
NATIONAL HOCKEY LEAGUE,980036067,NY,853.0,2024,NATIONAL HOCKEY LEAGUE SAVINGS PLAN FOR NATIONAL HOCKEY LEAGUE/NHL ENTERPRISE EMPLOYEES,Y,Mid-Market (500-5K)
LOS ANGELES DODGERS LLC,200343133,CA,853.0,2024,MAJOR LEAGUE BASEBALL PENSION PLAN FOR NON-UNIFORMED PERSONNEL,Y,Mid-Market (500-5K)
"NPX ONE, LLC",473315246,PA,853.0,2024,"NPX ONE, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
SOUTHWEST WATER COMPANY,951840947,CA,853.0,2024,401(K) RETIREMENT AND SAVINGS PLAN FOR SOUTHWEST WATER COMPANY,Y,Mid-Market (500-5K)
"INTEGRATED DERMATOLOGY, LLC",352281853,FL,853.0,2024,"INTEGRATED DERMATOLOGY, LLC 401(K) PROFIT SHARING PLAN & TRU",Y,Mid-Market (500-5K)
"INNOVAIRRE HOLDING COMPANY, LLC",813166551,NJ,853.0,2024,INNOVAIRRE COMMUNICATIONS RETIREMENT INCOME SAVINGS PLAN,Y,Mid-Market (500-5K)
"FIRSTLIGHT FIBER, INC.",10656735,NY,853.0,2024,"FIRSTLIGHT FIBER, INC. 401K PLAN",Y,Mid-Market (500-5K)
SUBS ISLAND DEVELOPMENT INC.,660532842,PR,853.0,2024,SUBS ISLAND DEVELOPMENT INC. RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN,391199466,WI,853.0,2024,GROUP HEALTH COOPERATIVE OF SOUTH CENTRAL WISCONSIN EMPLOYER FUNDED RETIREMENT PLAN,Y,Mid-Market (500-5K)
JOINT BOARD OF TRUSTS-BRICKLAYERS & ALLIED CRAFTWORKERS LO3 NY ROCH PE,166019479,NY,853.0,2024,BRICKLAYERS & ALLIED CRAFTWORKERS LOCAL 3 NY ROCHESTER CHAPTER PENSION FUND,Y,Mid-Market (500-5K)
"AEVEX AEROSPACE, LLC",815298757,CA,853.0,2024,"AEVEX AEROSPACE, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
BRADFORD HEALTH SERVICES,631198286,AL,853.0,2024,BRADFORD HEALTH SERVICES 401(K) PROFIT SHARING PLA,Y,Mid-Market (500-5K)
ALCOA USA CORP.,371808900,PA,852.0,2024,ALCOA UNION EES SUPPLEMENTAL UNEMPLOYMENT BENEFITS,Y,Mid-Market (500-5K)
"GERALD NISSAN OF NORTH AURORA, INC.",364162660,IL,852.0,2024,GERALD AUTO GROUP 401(K) PLAN & TRUST,Y,Mid-Market (500-5K)
CROSBY TUGS LLC,720914194,LA,852.0,2024,"CROSBY TUGS, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"MARIPOSA LANDSCAPES, INC.",954245898,CA,852.0,2024,MARIPOSA 401(K) PLAN,Y,Mid-Market (500-5K)
"AXIOM HEALTHCARE SERVICES, LLC",753262457,KS,852.0,2024,AXIOM 401(K) PLAN,Y,Mid-Market (500-5K)
BWAY CORPORATION,363624491,GA,852.0,2024,MAUSER PACKAGING SOLUTIONS BARGAINING UNIT 401(K) PLAN,Y,Mid-Market (500-5K)
FISHBACK FINANCIAL CORPORATION,460306542,SD,852.0,2024,FISHBACK FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN,Y,Mid-Market (500-5K)
MESIROW FINANCIAL ADMINISTRATIVE CORPORATION,363429602,IL,852.0,2024,MESIROW FINANCIAL SAVINGS PLAN,Y,Mid-Market (500-5K)
"DIGITALOCEAN, LLC",384017666,NY,851.0,2024,"DIGITALOCEAN, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"TRANSGROUP EXPRESS, LLC",911477974,WA,851.0,2024,TRANSGROUP 401(K) PROFIT SHARING PLAN AND TRUST,Y,Mid-Market (500-5K)
MEMORIAL HERMANN HEALTH SYSTEM,741152597,TX,851.0,2024,MEMORIAL HERMANN HEALTH SYSTEM 401(K) RETIREMENT SAVINGS PLAN AND TRUST,Y,Mid-Market (500-5K)
"TOWNE PROPERTIES ASSET MANAGEMENT COMPANY, INC.",310945003,OH,851.0,2024,TOWNE RETIREMENT 401(K) PLAN,Y,Mid-Market (500-5K)
GREEN VALLEY GROCERY 401K,880149656,NV,851.0,2024,GREEN VALLEY GROCERY 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
"NAN MCKAY AND ASSOCIATES, INC.",411381008,CA,851.0,2024,"NAN MCKAY AND ASSOCIATES, INC. 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"THE BLOOD CONNECTION, INCORPORATED",570660489,SC,851.0,2024,THE BLOOD CONNECTION 401(K) PLAN,Y,Mid-Market (500-5K)
"TENERITY, INC.",372016579,TX,850.0,2024,TENERITY EMPLOYEE SAVINGS PLAN,Y,Mid-Market (500-5K)
INSMED INCORPRATED,541972729,NJ,850.0,2024,"INSMED, INC. 401(K) PLAN AND TRUST",Y,Mid-Market (500-5K)
"IDEAL CLAMP PRODUCTS, INC.",621051193,TN,850.0,2024,IDEAL CLAMP PRODUCTS 401(K) PLAN,Y,Mid-Market (500-5K)
CONNEXUS CREDIT UNION,390263945,WI,850.0,2024,CONNEXUS CREDIT UNION 401(K) PLAN,Y,Mid-Market (500-5K)
"CITIZENS FINANCIAL CORPORATION, INC.",611187135,KY,850.0,2024,CITIZENS FINANCIAL CORP. 401(K) SAVINGS PLAN AND TRUST AGREEMENT,Y,Mid-Market (500-5K)
STATE ELECTRIC SUPPLY COMPANY,550384235,WV,850.0,2024,STATE ELECTRIC SUPPLY COMPANY EMPLOYEES' RETIREMENT AND SAVINGS PLAN,Y,Mid-Market (500-5K)
"CANAL HR, INC.",461197378,LA,850.0,2024,"CANAL HR, INC. QUALIFIED RETIREMENT PLAN",Y,Mid-Market (500-5K)
KENTECH TECHNICAL SERVICES LLC,760714842,TX,850.0,2024,KENT US 401(K) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,660191965,PR,850.0,2024,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO PENSION PLAN,Y,Mid-Market (500-5K)
TURO INC.,270729479,CA,850.0,2024,TURO RETIREMENT PLAN,Y,Mid-Market (500-5K)
"AFFINITI GOLF PARTNERS, LLC",263671531,GA,849.0,2024,BOBBY JONES LINKS 401(K) PLAN,Y,Mid-Market (500-5K)
"CONTITECH USA, INC.",208832176,OH,849.0,2024,"CONTITECH USA, INC. BARGAINING UNIT EMPLOYEES RETIREMENT PLAN",Y,Mid-Market (500-5K)
"SECURE-24, LLC",383630952,MI,849.0,2024,SECURE-24 RETIREMENT PLAN,Y,Mid-Market (500-5K)
"GENE B. GLICK COMPANY, INC.",350924178,IN,849.0,2024,"GENE B. GLICK COMPANY, INC. RETIREMENT PLAN",Y,Mid-Market (500-5K)
"CAL-AM PROPERTIES, INC.",954142711,CA,849.0,2024,"CAL-AM PROPERTIES, INC. 401(K) PROFIT SHARING PLAN & TRUST",Y,Mid-Market (500-5K)
"BEVERAGE DISTRIBUTION CENTER, INC.",232706970,NY,849.0,2024,BEVERAGE DISTRIBUTION PENSION PLAN,Y,Mid-Market (500-5K)
"KENDALL IMPORTS, LLC",522135876,FL,849.0,2024,BEAN AUTOMOTIVE GROUP 401(K) PLAN,Y,Mid-Market (500-5K)
"SOUTHERNCARLSON, INC.",270815326,NE,848.0,2024,"SOUTHERNCARLSON, INC. GROUP HEALTH PLAN",Y,Mid-Market (500-5K)
RGA REINSURANCE COMPANY,431235868,MO,848.0,2024,RGA RETIREE HEALTH REIMBURSEMENT ACCOUNT PLAN,Y,Mid-Market (500-5K)
"QUIDDITY ENGINEERING, LLC",873888184,TX,848.0,2024,QUIDDITY 401(K) PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"DICK ANDERSON CONSTRUCTION, INC.",810380463,MT,848.0,2024,"MONTANA CONTRACTORS ASSOC, INC. MONEY PURCHASE RETIREMENT PLAN & TRUST",Y,Mid-Market (500-5K)
BOARD OF TRUSTEES ELECTRICAL WORKERS' JOINT BOARD OF,381415532,MI,848.0,2024,ELECTRICAL WORKERS' JOINT BOARD OF TRUSTEES - VACATION FUND,Y,Mid-Market (500-5K)
HEALTH CARE CAPITAL CONSOLIDAT,582053875,NC,848.0,2024,HEALTH CARE CAPITAL CONS INC 401(K) PROFIT SHARING PLAN & TRUST,Y,Mid-Market (500-5K)
SAFE STREETS USA LLC,274001370,UT,848.0,2024,SAFE STREETS USA LLC 401(K) & PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
NATIONAL OILWELL VARCO,760488987,TX,848.0,2024,SECTION 125 PLAN,Y,Mid-Market (500-5K)
"THRIFT BOOKS GLOBAL, LLC",474432949,WA,848.0,2024,THRIFTBOOKS 401(K) PLAN,Y,Mid-Market (500-5K)
THE CHRIST HOSPITAL,310538525,OH,847.0,2024,THE CHRIST HOSPITAL 401(A) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
GROUPE SEB,223062987,NJ,847.0,2024,GROUPE SEB EMPLOYEES' RETIREMENT INCOME PLAN,Y,Mid-Market (500-5K)
WPROMOTE LLC,824550413,CA,847.0,2024,WPROMOTE LLC 401K PLAN,Y,Mid-Market (500-5K)
"CHECKERED FLAG MOTOR CAR COMPANY, INC.",540755313,VA,847.0,2024,"CHECKERED FLAG MOTOR CAR COMPANY, INC. 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"ELRINGKLINGER AUTOMOTIVE MANUFACTURING, INC.",381567814,MI,846.0,2024,ELRINGKLINGER RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
SEADRILL AMERICAS INC.,208468993,TX,846.0,2024,SEADRILL AMERICAS INC. 401(K) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
WALTER M MATTHEWS & JOHN M SHEEHAN LOCAL 46 METAL LATHERS SCHOLARSHIP,132889748,NY,846.0,2024,METAL LATHERS LOCAL 46 SCHOLARSHIP FUND,Y,Mid-Market (500-5K)
ARMSTRONG TEASDALE LLP,431274026,MO,846.0,2024,ARMSTRONG & TEASDALE 401(K) PLAN,Y,Mid-Market (500-5K)
"STEFFES, LLC",450320555,ND,846.0,2024,STEFFES EMPLOYEES' 401(K) PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"FRANK KENT CADILLAC, LLC",751235317,TX,846.0,2024,"FRANK KENT CADILLAC, LLC EMPLOYEES' 401(K) SAVINGS PLAN",Y,Mid-Market (500-5K)
"CORP IV HOLDINGS, INC.",411630783,MN,845.0,2024,"CORP IV HOLDINGS, INC. 401(K) SAVINGS PLAN",Y,Mid-Market (500-5K)
RESTORE THERAPY SERVICES LTD,61727611,AL,845.0,2024,RESTORE MANAGEMENT 401K PLAN,Y,Mid-Market (500-5K)
"NORTH EASTERN SERVICES, INC.",870652539,UT,845.0,2024,NORTH EASTERN SERVICES 401(K) PLAN,Y,Mid-Market (500-5K)
STANDARD PROCESS INC.,390762936,WI,845.0,2024,STANDARD PROCESS INC. 401K AND PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"NORTHLAND INVESTMENTS, INC.",383175904,MI,845.0,2024,"NORTHLAND INVESTMENTS, INC. PROFIT SHARING 401(K) PLAN",Y,Mid-Market (500-5K)
MERCY CORPS,911148123,OR,845.0,2024,MERCY CORPS 403(B) PLAN,Y,Mid-Market (500-5K)
THE MENNEL MILLING COMPANY,344302060,OH,845.0,2024,THE MENNEL MILLING COMPANY SAVINGS AND INVESTMENT PLAN AND TRUST,Y,Mid-Market (500-5K)
THE COCA-COLA COMPANY,580628465,GA,845.0,2024,THE COCA-COLA COMPANY RETIREE HEALTH PLAN,Y,Mid-Market (500-5K)
BOARD OF TRUSTEES OF MARBLE,132967109,NY,845.0,2024,MARBLE INDUSTRY PENSION TRUST FUND,Y,Mid-Market (500-5K)
"TOA (USA), LLC",352113095,IN,844.0,2024,TOA (USA) 401(K) PLAN,Y,Mid-Market (500-5K)
ST. JOHNS HEALTH CARE CORP.,161469476,NY,844.0,2024,ST. JOHN'S HEALTH CARE CORP. 401(K) PLAN,Y,Mid-Market (500-5K)
"OLE SMOKY DISTILLERY, LLC",271328668,TN,844.0,2024,"OLE SMOKY DISTILLERY, LLC 401(K) PLAN",Y,Mid-Market (500-5K)
"BAMBOO HEALTH, INC.",463708737,KY,844.0,2024,BAMBOO HEALTH 401(K) SAVINGS PLAN,Y,Mid-Market (500-5K)
"WORKHOLDING US HOLDINGS, LLC",994213849,NY,844.0,2024,FORKARDT HARDINGE RETIREMENT PLAN,Y,Mid-Market (500-5K)
"RIMINI STREET, INC.",364880301,NV,844.0,2024,RIMINI STREET INC. 401(K) PROFIT SHARING PLAN AND TRUST,Y,Mid-Market (500-5K)
ROCHESTER GAS & ELECTRIC CORPORATION,160612110,CT,844.0,2024,RG&E SUPPLEMENT TO WORKERS COMPENSATION,Y,Mid-Market (500-5K)
"DUOLINGO, INC.",453055872,PA,844.0,2024,DUOLINGO RETIREMENT TRUST,Y,Mid-Market (500-5K)
"FOTH & VAN DYKE, LLC",205814203,WI,843.0,2024,"FOTH & VAN DYKE, LLC 401(K) RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
"GOLDEN ACES GP, INC.",742956176,TX,843.0,2024,"GOLDEN ACES GP, INC. ACCIDENT PROTECTION PLAN",Y,Mid-Market (500-5K)
"E.D. & F. MAN HOLDINGS, INC.",134101062,LA,843.0,2024,"E. D. & F. MAN HOLDINGS, INC. SAVINGS & INVESTMENT PLAN",Y,Mid-Market (500-5K)
COMMERCIAL BARGE LINE HOLDINGS LLC,850599873,IN,843.0,2024,AMERICAN COMMERCIAL BARGE LINE LLC SEVERANCE PLAN FOR FULL TIME SALARIED EMPLOYEES,Y,Mid-Market (500-5K)
"VALLEY OAKS HEALTH, INC.",350988724,IN,843.0,2024,VALLEY OAKS HEALTH 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
"TRA-MINW, P.S.",910979582,WA,843.0,2024,"TRA-MINW, P.S. 401(K) PROFIT SHARING PLAN AND TRUST",Y,Mid-Market (500-5K)
API HEAT TRANSFER INC.,161510301,NY,843.0,2024,API HEAT TRANSFER INC. 401(K) PLAN,Y,Mid-Market (500-5K)
"ARBOR REALTY SR, INC.",202133699,NY,843.0,2024,"ARBOR REALTY SR, INC. 401(K) RETIREMENT PLAN",Y,Mid-Market (500-5K)
JONES WALKER LLP,720445111,LA,843.0,2024,JONES WALKER LLP PROFIT SHARING RETIREMENT PLAN,Y,Mid-Market (500-5K)
J.G. BOSWELL COMPANY,950563800,CA,843.0,2024,J.G. BOSWELL COMPANY EMPLOYEES' RETIREMENT PLAN,Y,Mid-Market (500-5K)
"AVITA DRUGS, LLC",570290371,LA,843.0,2024,AVITA 401(K) PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
OMYA INDUSTRIES INC.,30266556,OH,842.0,2024,OMYA INDUSTRIES INC. 401(K) SAVINGS PLAN,Y,Mid-Market (500-5K)
"ALVOGEN GROUP, INC.",260557685,NY,842.0,2024,ALVOGEN GROUP SAVINGS INCENTIVE PLAN,Y,Mid-Market (500-5K)
AM TECHNICAL SOLUTIONS,742717823,TX,842.0,2024,AM TECHNICAL SOLUTIONS 401(K)/PS,Y,Mid-Market (500-5K)
FRAZIER INDUSTRIAL COMPANY,221626865,NJ,842.0,2024,FRAZIER INDUSTRIAL CO. SAVINGS AND INVESTMENT RETIREMENT PLAN,Y,Mid-Market (500-5K)
VALLEY HOPE ASSOCIATION,480728186,KS,842.0,2024,VALLEY HOPE 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
VERST GROUP LOGISTICS,311313675,KY,842.0,2024,VERST GROUP LOGISTICS COMPANIES 401(K) RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
"CHARTER CONSTRUCTION, INC.",621043941,TN,842.0,2024,"CHARTER CONSTRUCTION, INC.",Y,Mid-Market (500-5K)
DENNIS & CO AG LLC,881203761,NY,841.0,2024,DENNIS & CO AG LLC 401(K) PLAN,Y,Mid-Market (500-5K)
SHEET METAL WORKERS LOCAL 224 PENSION FUND BD OF TRUSTEES,316171353,MI,841.0,2024,SHEET METAL WORKERS LOCAL 224 PENSION FUND,Y,Mid-Market (500-5K)
EUCON CORPORATION,820308198,ID,841.0,2024,EUCON CORPORATION RETIREMENT BENEFIT PROGRAM,Y,Mid-Market (500-5K)
"POSIGEN, PBC",471619706,LA,841.0,2024,"POSIGEN, PBC 401(K) PLAN",Y,Mid-Market (500-5K)
ELLIOTT COMPANY,251555755,PA,841.0,2024,SALARY SICK LEAVE CONTINUANCE,Y,Mid-Market (500-5K)
"INFINITE ELECTRONICS, INC.",841725911,CA,841.0,2024,INFINITE ELECTRONICS 401(K) PLAN,Y,Mid-Market (500-5K)
BOARD OF TRUSTEES OF THE STAGE EMPLOYEES LOCAL NO. 18 RETIREMENT,396224262,WI,841.0,2024,STAGE EMPLOYEES LOCAL NO 18 RETIREMENT PLAN,Y,Mid-Market (500-5K)
"ROBERT J. YOUNG COMPANY, INC.",620760182,TN,841.0,2024,R. J. YOUNG PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
COST OF LIVING FUND OF LOCAL 274,262611534,NJ,841.0,2024,COST OF LIVING FUND OF LOCAL 274,Y,Mid-Market (500-5K)
"AMCOR RIGID PACKAGING, USA LLC",364126680,MI,841.0,2024,AMCOR RIGID PACKAGING PENSION PLAN,Y,Mid-Market (500-5K)
"CARING PLACE HEALTHCARE GROUP, LLC",810799821,OH,841.0,2024,CARING PLACE HEALTHCARE GROUP 401(K) PLAN,Y,Mid-Market (500-5K)
"REMINGTON SEEDS, LLC.",142013899,IN,841.0,2024,"REMINGTON SEEDS, LLC. 401(K) PLAN",Y,Mid-Market (500-5K)
"DELTA HEALTH ALLIANCE, INC.",470915576,MS,841.0,2024,"DELTA HEALTH ALLIANCE, INC. RETIREMENT PLAN",Y,Mid-Market (500-5K)
"COEN OIL COMPANY, LLC",251852754,PA,841.0,2024,COEN OIL COMPANY 401(K) PLAN,Y,Mid-Market (500-5K)
LESAFFRE INTERNATIONAL CORPORATION,980042186,WI,841.0,2024,LESAFFRE INTERNATIONAL CORPORATION RETIREMENT SAVINGS PLAN,Y,Mid-Market (500-5K)
BOARD OF TRUSTEES OF LOCAL 1783 I.B.E.W. PENSION FUND,131889643,NY,841.0,2024,LOCAL 1783 I.B.E.W. PENSION FUND,Y,Mid-Market (500-5K)
MAGNOLIA OPERATING LLC,611509168,NY,840.0,2024,MAGNOLIA BAKERY 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
"RJ VAN DRUNEN & SONS, INC.",362902868,IL,840.0,2024,VAN DRUNEN FARMS 401(K) RETIREMENT AND SAVINGS PLAN & TRUST,Y,Mid-Market (500-5K)
"SANTIKOS ENTERPRISES, LLC",474603057,TX,840.0,2024,"SANTIKOS ENTERPRISES, LLC RETIREMENT SAVINGS PLAN",Y,Mid-Market (500-5K)
"INTERCRUISES SHORESIDE & PORT SERVICES, INC.",263996323,FL,840.0,2024,TUI USA 401(K) PLAN,Y,Mid-Market (500-5K)
SAN FRANCISCO BASEBALL ASSOCIATES LLC,943169394,CA,840.0,2024,MAJOR LEAGUE BASEBALL PENSION PLAN FOR NON-UNIFORMED PERSONNEL,Y,Mid-Market (500-5K)
WOMENS LEAGUE COMMUNITY RESIDENCES,112889774,NY,840.0,2024,WOMENS LEAGUE TAX SHELTERED ANNUITY PLAN,Y,Mid-Market (500-5K)
UNIGROUP C.A.,430561790,MO,840.0,2024,"UNIGROUP, C.A. RESOURCES FOR EMPLOYEES' LEISURE YEARS PLAN",Y,Mid-Market (500-5K)
MANAGEPOINT,208027370,IN,840.0,2024,MANAGEPOINT RETIREMENT PLAN,Y,Mid-Market (500-5K)
"BENCHLING, INC.",455365648,CA,840.0,2024,"BENCHLING, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
BOARD OF TRUSTEES UPSTATE NEW YORK ENGINEERS SUB FUND,160905061,NY,840.0,2024,UPSTATE NEW YORK ENGINEERS SUB FUND,Y,Mid-Market (500-5K)
TSMC NORTH AMERICA INC,770172737,CA,839.0,2024,TSMC NORTH AMERICA 401(K) PLAN,Y,Mid-Market (500-5K)
"ONLINE EDUCATION PLATFORM, LLC",990893511,TX,839.0,2024,AEON SCHOOL 401 (K) PLAN,Y,Mid-Market (500-5K)
SAGE HOSPICE HOLDINGS LLC,830814897,AZ,839.0,2024,SAGE HOSPICE HOLDINGS LLC 401(K) PLAN,Y,Mid-Market (500-5K)
"AMERIQUAL GROUP, LLC",352110138,IN,839.0,2024,AMERIQUAL 401(K) PLAN,Y,Mid-Market (500-5K)
"CENTRAL VIRGINIA DENTAL CARE, PLC",813793901,VA,839.0,2024,CVDC 401(K) PLAN,Y,Mid-Market (500-5K)
"MEDSTAR , INC.",382666933,MI,838.0,2024,"MEDSTAR, INC. FLEXIBLE BENEFIT PLAN",Y,Mid-Market (500-5K)
HUMAN DEVELOPMENT ASSOCIATION,112502832,NY,838.0,2024,HDA HOMECARE WELFARE FUND,Y,Mid-Market (500-5K)
RANGE RESOURCES CORPORATION,341312571,TX,838.0,2024,RANGE RESOURCES CORPORATION 401(K) PLAN,Y,Mid-Market (500-5K)
GTS LIVING FOODS 401K PLAN,954526003,CA,838.0,2024,"GT'S LIVING FOODS, LLC",Y,Mid-Market (500-5K)
CAMDEN NATIONAL CORPORATION,10413282,ME,838.0,2024,CAMDEN NATIONAL CORPORATION RETIREMENT SAVINGS 401(K) PLAN,Y,Mid-Market (500-5K)
"ST. MARYS HOSPITAL OF ST. MARYS COUNTY, INC.",520619006,MD,838.0,2024,ST. MARYS HOSPITAL OF ST. MARYS COUNTY PENSION PLAN AND TRUST,Y,Mid-Market (500-5K)
CARTER BANK & TRUST,205539935,VA,838.0,2024,CARTER BANK & TRUST 401(K) AND PROFIT SHARING PLAN,Y,Mid-Market (500-5K)
"VAUGHN INDUSTRIES, LLC",364381623,OH,838.0,2024,"VAUGHN INDUSTRIES, LLC 401K PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"JOHN H. CARTER CO., INC.",720494338,LA,838.0,2024,"JOHN H. CARTER CO., INC. 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
"ABC LEGAL HOLDINGS, LLC.",842147344,WA,838.0,2024,ABC LEGAL SERVICES 401 (K) PLAN,Y,Mid-Market (500-5K)
LEHIGH UNIVERSITY,240795445,PA,837.0,2024,LEHIGH UNIVERSITY MEDICAL PREMIUM REIMBURSEMENT PLAN FOR RETIREES,Y,Mid-Market (500-5K)
"TRUCK CENTERS, INC.",370922808,IL,837.0,2024,"TRUCK CENTERS, INC. 401(K) PLAN",Y,Mid-Market (500-5K)
USUI INTERNATIONAL CORP,382726508,OH,837.0,2024,USUI 401(K) PLAN,Y,Mid-Market (500-5K)
STRYDER CORPORATION,465156283,CA,837.0,2024,HANDSHAKE 401(K) PLAN,Y,Mid-Market (500-5K)
"TAL HOLDINGS, LLC",452504780,WA,837.0,2024,"TAL HOLDINGS, LLC 401(K) RETIREMENT PLAN",Y,Mid-Market (500-5K)
AAA WASHINGTON,910133300,WA,837.0,2024,AAA WASHINGTON 401(K) SAVINGS PLAN,Y,Mid-Market (500-5K)
LM WIND POWER BLADES (USA) INC.,272183494,ND,837.0,2024,LM WIND POWER BLADES INC 401(K) RETIREMENT PLAN,Y,Mid-Market (500-5K)
1199SEIU UNITED HEALTHCARE WORKERS EAST,131510821,NY,837.0,2024,401(K) SAVINGS PLAN FOR EMPLOYEES OF 1199SEIU UNITED HEALTHCARE WORKERS EAST,Y,Mid-Market (500-5K)
MARTIN'S POINT HEALTH CARE,10353275,ME,836.0,2024,PREPAID DENTAL CARE PLAN,Y,Mid-Market (500-5K)
"WALSWORTH PUBLISHING COMPANY, INC.",430718484,MO,836.0,2024,"RETIREMENT PLAN FOR EMPLOYEES OF WALSWORTH PUBLISHING COMPANY, INC.",Y,Mid-Market (500-5K)
NUMERICA CREDIT UNION,910863377,WA,836.0,2024,NUMERICA CREDIT UNION RETIREMENT PLAN,Y,Mid-Market (500-5K)
"PROVISION LIVING ASSOCIATES, LLC",271418924,MO,836.0,2024,PROVISION LIVING ASSOCIATES 401(K) PLAN,Y,Mid-Market (500-5K)
DEVRY UNIVERSITY,362781982,IL,836.0,2024,DEVRY UNIVERSITY 401(K) SAVINGS PLAN FOR VISITING PROFESSORS,Y,Mid-Market (500-5K)
"SYSTEMS APPLICATION & TECHNOLOGIES, INC.",770235285,MD,836.0,2024,"SYSTEMS APPLICATION & TECHNOLOGIES, INC. 401(K) PROFIT SHARING PLAN",Y,Mid-Market (500-5K)
ELSA LLC,351720708,IN,836.0,2024,ELSA LLC 401(K) SAVINGS AND PROFIT SHARING RETIREMENT PLAN,Y,Mid-Market (500-5K)
"DRAPER, INC.",351508822,IN,836.0,2024,"DRAPER, INC. 401(K) SAVINGS PLAN",Y,Mid-Market (500-5K)
"REI SYSTEMS, INC",541650603,VA,836.0,2024,"REI SYSTEMS, INC. EMPLOYEE STOCK OWNERSHIP PLAN",Y,Mid-Market (500-5K)
IBEW LOCAL 363 JOINT APPRENTICESHIP TRAINING FUND,136132505,NY,836.0,2024,IBEW LOCAL 363 JOINT APPRENTICESHIP TRAINING FUND,Y,Mid-Market (500-5K)
CENTER FOR ALTERNATIVE,132668080,NY,836.0,2024,"CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT SERVICES, INC. 403(B) PLAN",Y,Mid-Market (500-5K)
